taxpayer_id,C++,Go,Python
H000654-W8UOCI,4010,4010,4010
H000655-3IDCE7,-203438,-43869,-43869
H000656-QZ2HW7,1588802,1588803,1588803
H000657-PP9LWR,-148150,-322347,-322347
H000658-ERAAIX,956585,994246,994246
H000659-IOJU7W,2430674,2537308,2537308
H000660-4QNN8Q,107403,360012,360012
H000661-9XNV4X,-67030,235059,235059
H000662-KTBS5O,-130020,-265063,-265063
H000663-8WZZL6,0,0,0
H000664-UN72Z5,0,0,0
H000665-N6U3PZ,772363,1962690,1962690
H000666-JG4NCV,-762995,-2797814,-2797814
H000667-3BANQ9,4736215,4183428,4183428
H000668-1THUGF,2466498,1438887,1438887
H000669-RVAI5I,1966001,2558535,2558535
H000670-FZ4JCW,1419828,1433068,1433068
H000671-Y9W985,-119615,-428791,-428791
H000672-CZTMP0,5804164,5909987,5909987
H000673-W4S23Q,-68845,-289728,-289728
H000674-I9MXXA,2639482,2907528,2907528
H000675-USXKKR,16707,22197,22197
H000676-4XDRPF,0,0,0
H000677-MP4QTK,2884520,2892146,2892146
H000678-VG8S7V,-89077,-265040,-265040
H000679-EVIE81,-406645,-371008,-371008
H000680-E59RGQ,-164821,-603809,-603809
H000681-UKDBMQ,704826,625134,625134
H000682-KW8ZW3,-95109,-69389,-69389
H000683-EVNOEP,236557,-38890,-38890
H000684-ZGFRSZ,0,0,0
H000685-204NTR,-10982,605862,605862
H000686-CI5CVQ,0,0,0
H000687-2BO3G3,3360089,4853436,4853436
H000688-TZCCV2,2280317,6538838,6538838
H000689-FFYS2Q,699593,3402114,3402114
H000690-5WO17K,8104,8104,8104
H000691-V2EMYG,-1429521,-1429541,-1429541
H000692-RK6T8T,0,0,0
H000693-PISQFL,0,0,0
H000694-AM7123,8609,8609,8609
H000695-VDTIH1,1077907,179293,179293
H000696-9WXODB,0,0,0
H000697-KEGJ72,988449,1890998,1890998
H000698-S3H2AV,538642,2553515,2552704
H000699-RANSHV,4038087,3887345,3887345
H000700-X0RQIQ,3413427,3479711,3479711
H000701-49KPGS,2325555,2330434,2330434
H000702-WB4RNW,-268868,-264092,-264092
H000703-OJLUY9,-355388,-410995,-410995
H000704-O34Y32,183989,0,0
H000705-YO8OJ0,0,0,0
H000706-TAXIEF,213602,0,0
H000707-GZXVJ6,-288061,-367309,-367309
H000708-OV9PI5,8017,8017,8017
H000709-FCZD1B,6050164,5927294,5927294
H000710-NNM8OO,0,0,0
H000711-RA5SX4,-43096,-320176,-320176
H000712-MUYM8G,-26788,-575236,-575236
H000713-UL73NX,4824708,5555412,5555412
H000714-PEFSTE,2896856,3046306,3046306
H000715-Y4LP6T,950151,1013641,1013641
H000716-1P7Z9V,17169,-316207,-316207
H000717-H7TYOE,-100099,144414,144414
H000718-5AWBO3,442063,393571,393571
H000719-0W7J6D,2043915,1889961,1889961
H000720-8Y1PAK,2641391,2642599,2642599
H000721-5NZ6VL,3319591,1800565,1800565
H000722-A8479W,0,0,0
H000723-E9XNQK,-230249,-196722,-196722
H000724-3X9TY7,2375174,2202072,2202072
H000725-MQ0QVD,5963,5963,5963
H000726-W96T30,4815104,4825678,4825678
H000727-5UZLXC,-340361,-1241142,-1241142
H000728-JJC0OD,2065427,3402371,3402371
H000729-Z2CUQ0,-148039,-45971,-45971
H000730-X7FNNC,1085887,1805993,1805993
H000731-XW1FH1,2990577,3774505,3774505
H000732-GNFTQJ,-65834,-575860,-575860
H000733-G128X4,668845,0,0
H000734-670DJG,0,0,0
H000735-E7BG2E,0,0,0
H000736-RLV1MO,-384072,-1294306,-1294306
H000737-CZ78YM,1905397,3235903,3235903
H000738-ROGEJD,0,0,0
H000739-3W3X6T,-93232,-373640,-373640
H000740-7M06QR,1974771,2373171,2373171
H000741-38XEA3,0,0,0
H000742-UB86VZ,-613761,-632020,-632020
H000743-5CUO6U,17683,17683,17683
H000744-215U3O,2006577,1121257,1121257
H000745-R68AUO,2337540,2675952,2675952
H000746-3501FA,0,0,0
H000747-K2ZBOQ,-455221,425846,425846
H000748-PWK8F9,5666158,6732132,6732132
H000749-V844SU,984131,744283,744283
H000750-PSZ54R,2163232,2833914,2833914
H000751-P6TN0L,-15772,-39432,-39432
H000752-H0V1KL,4070920,3110610,3110610
H000753-ZQZQIG,-121180,-380978,-380978
H000754-NOG4A4,13257,55086,55086
H000755-DWALJH,187130,182,182
H000756-GH3ODT,10210,769228,769228
H000757-GPJ6J2,0,382898,382898
H000758-HAYEZ1,4648,4648,4648
H000759-3AY3W1,2341158,2120584,2120584
H000760-Y6BX5R,6715150,5371851,5371851
H000761-Q29WK8,538820,464534,464534
H000762-9TR8ZM,4920870,5936175,5936175
H000763-050Y3R,-507823,-1848391,-1848391
H000764-PGFHWZ,4018,4018,4018
H000765-P00ZGF,5187878,5090481,5090481
H000766-EOO30G,0,0,0
H000767-IY8Q69,170137,64782,64782
H000768-Q43IF7,3988,3988,3988
H000769-8ZRDKL,126328,126014,126014
H000770-BJCDCK,-138424,-136525,-136525
H000771-NTML8Z,-346632,-327686,-327686
H000772-01B05Y,-113721,-120728,-120728
H000773-RX2RW0,-915615,-3470372,-3470372
H000774-SC43CW,1095103,1520929,1520929
H000775-SCB7Q1,-58215,-106834,-106834
H000776-VP3NHQ,2654012,2424529,2424529
H000777-WSCFTE,0,0,0
H000778-57CYYH,64839,64839,64839
H000779-S4O6RL,-445891,-252347,-252347
H000780-G8G59O,8080015,7724671,7724671
H000781-J6TZ2S,0,0,0
H000782-HE57ES,1890892,2396686,2396686
H000783-8YUNMS,4267811,3952531,3952531
H000784-BIFVMB,-409871,-1394989,-1394989
H000785-NB3LDQ,-777291,-2744077,-2744077
H000786-N927HL,-436176,-565033,-565033
H000787-R3ISRY,4519890,5620546,5620546
H000788-UPGPU8,309006,3089,3089
H000789-KUK4G2,0,0,0
H000790-SPDISG,-381096,-411740,-411740
H000791-EKVR0L,5850800,6612514,6612514
H000792-W3DVL9,1156041,960474,960474
H000793-IORYSA,1595956,1580966,1580966
H000794-EMVZRE,8419960,7896774,7896774
H000795-JW3RYU,0,0,0
H000796-57ZJOS,-182106,-694767,-694767
H000797-ZGUVXZ,2276835,1686218,1686218
H000798-W2OH1A,752483,773268,773268
H000799-KS7ENR,3978280,3972020,3972020
H000800-W9UTAF,-81508,3487063,3487063
H000801-2LP403,6149582,6199731,6199731
H000802-SIX026,20920,-55836,-55836
H000803-GB4F1X,-200910,-252744,-252744
H000804-0L4MNO,9127677,9265941,9265941
H000805-VYOP1T,-194140,-257988,-257988
H000806-MLYKD3,879359,864281,864281
H000807-6E4D4Z,48120,139511,139511
H000808-Z0AJIS,3374254,2415129,2415129
H000809-6SQUAE,740,740,740
H000810-7FFHB7,1700378,1838403,1838403
H000811-VS0REV,192759,274531,274531
H000812-BD4347,0,0,0
H000813-OOXF2X,10431640,10572771,10572771
H000814-U4L1D7,-24889,-20884,-20884
H000815-E9XLNF,-262973,-1081624,-1081624
H000816-UYACXJ,1998165,811784,811784
H000817-8DXAXH,30862,30862,30862
H000818-UKXKP2,97112,476294,476294
H000819-5LFG1C,130,130,130
H000820-XW6O1G,2424958,3720628,3720628
H000821-GLXKX7,3383,3383,3383
H000822-T509NM,1281492,2461684,2461684
H000823-L80GJW,4766986,4626137,4626137
H000824-C6XDKU,117979,211518,211518
H000825-78SNK6,4059,4059,4059
H000826-V46ZU9,33898,33898,33898
H000827-NHTNE5,5026752,4983933,4983933
H000828-4KH7MD,0,0,0
H000829-XQWRBW,1751658,2398316,2398316
H000830-C476OO,10512,10512,10512
H000831-E5R7CN,4055000,5012839,5012839
H000832-PF0QVX,0,0,0
H000833-2AC5HB,1865127,3436585,3436585
H000834-OLKOJU,-12027,-68829,-68829
H000835-S0V3M5,718471,1566657,1566657
H000836-BB8KDK,524550,511038,511038
H000837-Y2VMTE,766,766,766
H000838-327J2U,6130964,7253696,7253696
H000839-6O563B,1453423,1288183,1288183
H000840-K72SIS,315549,315549,315549
H000841-REA54A,6418478,6272051,6272051
H000842-VM4NOO,-356456,-313307,-313307
H000843-PT87JX,0,0,0
H000844-1AQUA4,0,0,0
H000845-ZLQQIY,0,0,0
H000846-3J9G4N,0,0,0
H000847-JDC5II,1699446,1217724,1217724
H000848-37NVF2,6627128,6616149,6616149
H000849-5PI6BI,1316906,1154877,1154877
H000850-GH4MTE,93523,93523,93523
H000851-XLHMJX,4560,4560,4560
H000852-A0VPGY,0,0,0
H000853-8IGZ8C,2999445,3036893,3036893
H000854-WEOFRM,57272,57272,57272
H000855-H88OQX,1587043,2218516,2218516
H000856-M56E0V,1177961,1185614,1185614
H000857-DMB3RK,328464,135007,135007
H000858-MET34K,-281346,-1482985,-1482985
H000859-HX6L41,779262,9785,9785
H000860-Q2DRR3,6685337,6509628,6509628
H000861-RT9K79,-5257,235709,235709
H000862-NJO5H5,6235850,6336259,6336259
H000863-S8TZSR,7009747,7012080,7012080
H000864-2NT40A,7523785,7203260,7203260
H000865-3O9I9J,1739466,1195092,1195092
H000866-FU0XXW,2305375,2608041,2608041
H000867-UDCPPN,0,0,0
H000868-MYQWU9,0,0,0
H000869-STXHH0,-330072,-1295637,-1295637
H000870-DGXYGH,9721,9721,9721
H000871-WW6JPT,0,0,0
H000872-VNK2PM,3310366,3322810,3322810
H000873-FE4L0W,450643,449110,449110
H000874-AY931P,1301726,-53962,-53962
H000875-AP92O0,-461799,-374071,-374071
H000876-L1HR3I,-473979,-513517,-513517
H000877-D8BWXT,55869,55869,55869
H000878-MU2N1K,749004,1969237,1969237
H000879-Z7BEMI,0,0,0
H000880-AQ2DAX,1283912,1283912,1283912
H000881-R2GURU,972455,1170920,1170920
H000882-HJT5VH,2142153,2257796,2257796
H000883-90C8M8,3668235,3883502,3883502
H000884-PQPRBW,1052568,1053660,1053660
H000885-H81T99,-90730,-90788,-90788
H000886-U7ZGMJ,-72452,-467407,-467407
H000887-5VQOCP,3635,3635,3635
H000888-RRKG5A,4917627,4900191,4900191
H000889-9H59OZ,142238,142237,142237
H000890-4T7SCG,870811,1032916,1032916
H000891-2EGDYK,0,0,0
H000892-NUOFFV,3473842,2874953,2874953
H000893-VSCO61,4476868,5254757,5254757
H000894-SPVN1F,268737,-8765,-8765
H000895-232H5V,1549432,520905,520905
H000896-H2VI9P,384,384,384
H000897-6ZTBHT,38022,38022,38022
H000898-SIADJV,-1018150,-930226,-930226
H000899-B8E3KW,-307656,-1249236,-1249236
H000900-V3KC4B,3004181,1430363,1430363
H000901-NHYJKP,-309713,-1334327,-1334327
H000902-PET9KC,1026363,1217652,1217652
H000903-6X2TGX,-509615,-334402,-334402
H000904-PMEDQ0,1240881,1490910,1490910
H000905-Y5V4IX,-187566,-42948,-42948
H000906-L6GC61,1593330,22378,22378
H000907-7IQ6X5,560349,3838,3838
H000908-NCK1AN,-369465,-310316,-310316
H000909-F5UUG4,-612015,-2075646,-2075646
H000910-FQQ9IE,926613,3464967,3464967
H000911-0H7U23,2869,2869,2869
H000912-7ARPU0,-507647,-2536121,-2536121
H000913-LKDLZI,2683133,1766390,1766390
H000914-38AI6I,3586,3586,3586
H000915-MK19IN,-1171420,-4177840,-4177840
H000916-MY39X4,-74847,-83560,-83560
H000917-D3QPJ5,-287923,-233787,-233787
H000918-2KNHLT,4805672,7645407,7645407
H000919-W4L8SV,-32349,-157603,-157603
H000920-GJ64HL,4315285,4886937,4886937
H000921-4T7LJX,-116378,-117098,-117098
H000922-IC4XOC,1918081,385244,385244
H000923-402ZQE,1150693,0,0
H000924-CDHKN5,733878,1300475,1300475
H000925-VEBCIE,945701,1207776,1207776
H000926-1XHE5C,-590278,-484004,-484004
H000927-O4Z8IC,-227838,-634003,-634003
H000928-X0A975,650803,650803,650803
H000929-J2BURF,966642,1030068,1030068
H000930-W07DQ7,0,0,0
H000931-W6TVG9,2039948,2102897,2102897
H000932-2FFWZD,2140159,2267818,2267818
H000933-Q79RZX,746597,1062112,1062112
H000934-ZNMCDB,516741,1662374,1662374
H000935-8H04C8,0,0,0
H000936-ST4H6E,1779928,1307751,1307751
H000937-C3EOOA,0,0,0
H000938-VIJKKG,4038,4038,4038
H000939-4KIAYA,0,0,0
H000940-SSLYMF,23082,23082,23082
H000941-FMBYFB,-269235,-958386,-958386
H000942-2W4EEL,-339529,-1519911,-1519911
H000943-IMZ5O8,-263136,-275044,-275044
H000944-JTWVLF,-1116592,-1119737,-1119737
H000945-B1LK0E,3535680,3518569,3518569
H000946-X2YALB,0,0,0
H000947-97LT9W,1183515,1183403,1183403
H000948-5ZNQKO,1867495,1606770,1606770
H000949-JF4JJW,2364525,2853962,2853962
H000950-V5SQ7Y,3202,3202,3202
H000951-S097BB,2106494,2493748,2493748
H000952-650CKD,13390,13390,13390
H000953-ENWBIO,8023218,7630647,7630647
H000954-SGAMCZ,4795657,4863395,4863395
H000955-6K0MRW,-80439,57580,57580
H000956-W2SOJP,350368,3080155,3080155
H000957-Y4M23X,397204,490836,490836
H000958-0HH917,2808531,3024295,3024295
H000959-577TF7,2053411,2102602,2102602
H000960-38ODTO,0,0,0
H000961-QN6C9L,1615529,2161334,2161334
H000962-586OT2,27770,0,0
H000963-O3US0X,0,0,0
H000964-W1A1AF,955446,874395,874395
H000965-GH40JA,0,0,0
H000966-W6PFLO,14157,14157,14157
H000967-JR9XAK,0,0,0
H000968-0SGJTC,7192,7192,7192
H000969-SFO50W,0,0,0
H000970-ACO0BT,0,0,0
H000971-RMMBBS,119,119,119
H000972-9VSIL3,-497036,-2170034,-2170034
H000973-FTW7WB,3478544,2975223,2975223
H000974-FHCB49,1394350,960782,960782
H000975-WNQCN0,5044115,5793202,5793202
H000976-VLOM52,3260872,3874349,3874349
H000977-8ED7Y7,16511,1861397,1861397
H000978-UGL46M,1396188,1483166,1483166
H000979-CRS7BD,6155978,3704214,3704214
H000980-RIG812,4779,4779,4779
H000981-7Y7C5U,13184,1436707,1436707
H000982-J997JI,4286323,4084737,4084737
H000983-48O3ZO,204358,204358,204358
H000984-54PT3N,-195988,-206447,-206447
H000985-9M5VY0,532878,532878,532878
H000986-NC4UJF,12637635,12198326,12198326
H000987-90GKP3,-223712,-1093285,-1093285
H000988-V40X3C,5143046,5188584,5188584
H000989-WVS09B,4701440,5065376,5065376
H000990-EOFWQL,3029,3029,3029
H000991-DHSCGA,2343753,478144,478144
H000992-JVKPBB,-99044,-192342,-192342
H000993-YTKW86,5470339,4701703,4701703
H000994-3H1474,8005,8005,8005
H000995-ZEATC0,2949019,2081820,2081820
H000996-TR8564,540477,-965,-965
H000997-97ZIL1,225168,238141,238141
H000998-GSLQHW,-47635,277805,277805
H000999-PD67CP,-288308,-1147415,-1147415
H001000-8QASNY,1997934,2127501,2127501
H001001-Z9LCGI,-36522,170126,170126
H001002-NTNZOT,3981,3981,3981
H001003-0CXOPG,-65243,-135055,-135055
H001004-OL75SG,4328899,5479811,5479811
H001005-P0AWNQ,-106863,-656784,-656784
H001006-Z7OBJT,14799,14799,14799
H001007-HX942E,685,685,685
H001008-E8N3K4,1672678,1780189,1780189
H001009-HLWG0G,3771,3771,3771
H001010-NCX9V2,-456317,-1606024,-1606024
H001011-XLMYLO,4329595,4115063,4115063
H001012-PWAD77,0,0,0
H001013-YDYDX8,-313682,-322574,-322574
H001014-POBIL4,404546,405433,405433
H001015-WBDHK1,0,0,0
H001016-6UVGAP,0,0,0
H001017-NCE36F,4973482,4989787,4989787
H001018-9SGRLV,5695464,5867581,5867581
H001019-8BGP0E,205435,237577,237577
H001020-I6PQNN,4678724,4716320,4716320
H001021-94C3G5,2015618,1973636,1973636
H001022-LHKJL6,0,0,0
H001023-E62QFO,1153754,-140834,-140834
H001024-YWJP7R,-224766,-236332,-236332
H001025-0C7ROJ,2677322,2677560,2677560
H001026-0WB14Z,-11544,-11840,-11840
H001027-5DCLPQ,4586,4586,4586
H001028-QXMSR9,-30988,314517,314517
H001029-WC8IPM,12015,12015,12015
H001030-A981FL,3526,3526,3526
H001031-VQZZ6O,-93245,-93245,-93245
H001032-C14OO4,-141436,-103976,-103976
H001033-4RXZID,5504754,6442010,6442010
H001034-YH0NIF,1278,1278,1278
H001035-0J0FHU,3797863,3960537,3960537
H001036-P9EBO7,-58234,-156917,-156917
H001037-1Z3IZZ,-527892,-1885081,-1885081
H001038-S5G2A3,2260,2260,2260
H001039-ZZJQCH,-147031,-51876,-51876
H001040-A5TD4D,-153297,-669724,-634589
H001041-16GGLB,8887,8887,8887
H001042-LUBMHF,5157328,5957058,5957058
H001043-MJLOTN,2022288,3440424,3440424
H001044-AL86ZA,-126775,-1669832,-1669832
H001045-RJ8R5Z,-50398,-26774,-26774
H001046-2OYI1B,1223446,1223446,1223446
H001047-0T56MS,-58614,-224666,-224666
H001048-7Q3OPW,3234339,3214872,3214872
H001049-L0ROX2,-138963,-442866,-442866
H001050-GEIOP0,3556,3556,3556
H001051-LHXWBM,4552168,5358653,5358653
H001052-HU2DBM,4728496,7134185,7134185
H001053-I5JR82,1385105,1459151,1459151
H001054-DG184P,528515,-13715,-13715
H001055-L03VOS,7995,7995,7995
H001056-VGTIU0,8184948,10547340,10547340
H001057-3HJ54P,0,0,0
H001058-CDDW2T,4144010,2251810,2251810
H001059-7QDM9K,0,0,0
H001060-TYUQ9N,4316,4316,4316
H001061-6F0XCR,15866,15866,15866
H001062-FD5MP8,-448660,-414207,-414207
H001063-BYSUDZ,4049,4049,4049
H001064-BNOXM1,1304461,1178050,1178050
H001065-YSJPAY,-339937,-279532,-279532
H001066-HLFBWO,0,0,0
H001067-2VBJ85,12018,12018,12018
H001068-VA5HNI,4754094,5984816,5984816
H001069-XPER1Z,3514779,1923328,1923328
H001070-FFG2BC,0,1093528,1093528
H001071-IH3Q4R,2639131,2757938,2757938
H001072-FJ4LID,1673435,-31528,-31528
H001073-GTB6IN,1053729,815311,815311
H001074-X9SV9K,1460505,1055128,1055128
H001075-K9DMSL,1914024,483278,483278
H001076-UXY5Y4,-645721,-2202227,-2202227
H001077-SVOCGV,56775,0,0
H001078-25B3UF,6498,6498,6498
H001079-GBQNQ3,10326,10326,10326
H001080-1UU6XF,356719,226803,226803
H001081-G7M45F,3062071,2871438,2871438
H001082-ZM6KJM,3053533,2886803,2886803
H001083-0IASKP,0,0,0
H001084-03AAMQ,2518477,2802385,2802385
H001085-KNBUHP,346212,417215,417215
H001086-QGUB0G,1752110,1639472,1639472
H001087-DVCDY3,128,128,128
H001088-9YH8XF,3992,3992,3992
H001089-9X7GLF,0,0,0
H001090-TNBRAE,558562,1288931,1288931
H001091-JRQ13M,90843,90843,90843
H001092-8WD5LV,42316,31581,31581
H001093-19YNN9,-785039,-818461,-818461
H001094-EEP7KY,4014,4014,4014
H001095-PD8WH4,1170483,1662415,1662415
H001096-BMD3UR,1822052,1443269,1443269
H001097-SE1YUY,3151052,3238280,3238280
H001098-C1K9MZ,121525,-248718,-248718
H001099-M15W94,-735976,-719018,-719018
H001100-X1GSFM,8336644,9496165,9496165
H001101-A4B5FK,87514,87514,87514
H001102-D5VGW4,1071919,1090239,1090239
H001103-3DSYDJ,0,0,0
H001104-4NVVR2,0,0,0
H001105-1QOBSH,5571482,5801865,5801865
H001106-APDDUC,-226751,-1004629,-1004629
H001107-IGRHD2,0,0,0
H001108-A25LEY,-103127,1370109,1370109
H001109-D3KAW4,-479648,-1531588,-1531588
H001110-W7UJF4,3054114,3214929,3214929
H001111-08EIEJ,3321828,1742610,1742610
H001112-SA1H6S,4408257,4108854,4108854
H001113-JM3H5F,2597512,2515426,2515426
H001114-J74PI9,-15491,-15491,-15491
H001115-RU8G3G,12007,12007,12007
H001116-QJCIJS,1108584,1088844,1088844
H001117-0CEQU3,2661582,877104,877104
H001118-UAGQHU,0,0,0
H001119-7WGLGL,7986756,8193340,8193340
H001120-TI93CW,6744858,6736511,6736511
H001121-KMGS2Q,-143891,-143002,-143002
H001122-T8GU0Z,12357,12357,12357
H001123-IZLZIZ,5410888,7890922,7890922
H001124-M98YZL,34754,46153,46153
H001125-HMRNLN,-43076,-172252,-172252
H001126-CFM1QV,0,0,0
H001127-ULSRD1,253061,169765,169765
H001128-391AG7,5851625,7536180,7536180
H001129-R333KJ,2805127,2804980,2804980
H001130-DMNF8U,-531578,-1520665,-1520665
H001131-TYXW7U,1331950,1801310,1801310
H001132-L8DHDA,-554246,-543317,-543317
H001133-L0XUVD,353410,282767,282767
H001134-LSX93G,-170184,-1249194,-1249194
H001135-GX8IOR,75111,-122930,-122930
H001136-VJMXNB,2920401,2926844,2926844
H001137-DA2EKC,2161,2161,2161
H001138-2UV7EF,1777927,2292125,2292125
H001139-O0GD9P,1133150,906212,906212
H001140-AUXTHE,280430,-1086003,-1086003
H001141-GYO176,-119374,-89004,-89004
H001142-TC8CVW,1701139,1293342,1293342
H001143-W05TQX,749130,2321261,2321261
H001144-VGI7SD,1442672,1249027,1249027
H001145-VX87RW,8000,8000,8000
H001146-39X9QZ,0,0,0
H001147-WVD47Z,51052,404694,404694
H001148-RM5TC8,2471913,1107032,1107032
H001149-DW221T,234069,1145923,1145923
H001150-I1W4O0,4007,4007,4007
H001151-3LO4FI,23231,23231,23231
H001152-7470V3,1719653,2553857,2553857
H001153-WD653F,17393,240141,240141
H001154-JO9FOM,1420331,579237,579237
H001155-X6WMFE,11208,11208,11208
H001156-JFI1ET,3893846,3258285,3258285
H001157-MGUMDB,1915464,2607916,2607916
H001158-2GKE8X,3697069,4702388,4702388
H001159-PJZDJ6,0,0,0
H001160-ZS9Z9K,5279323,5276876,5276876
H001161-EPZHDC,2738275,2265101,2265101
H001162-T3DPB1,3972920,2404796,2404796
H001163-L78OS7,0,0,0
H001164-GP0LTL,10270575,10340281,10340281
H001165-KDOKKN,554292,551913,551913
H001166-V41UOA,1245783,186971,186971
H001167-SJQ25K,0,0,0
H001168-D6H1E7,3279390,2415586,2415586
H001169-OF74R4,7987,7987,7987
H001170-RDXOY2,2041418,2317796,2317796
H001171-YWQH98,0,0,0
H001172-6SNU2E,4543877,5820993,5820993
H001173-8N24ZH,5542661,6395036,6395036
H001174-IKXSWY,1766233,947841,947841
H001175-P0ABBR,11184,11184,11184
H001176-POZH32,0,0,0
H001177-HE9MB3,6500,6500,6500
H001178-E0ZJBS,3484421,2979722,2979722
H001179-ECNW6R,3742368,4181913,4181913
H001180-4KCCQ8,3486983,4677616,4677616
H001181-BVBOWH,999527,189458,189458
H001182-6CQ2MF,-172923,-169255,-169255
H001183-TU1AVE,8899009,11080520,11080520
H001184-SYWA35,2006369,1846737,1846737
H001185-W7CSCW,672979,672771,672771
H001186-0SBPK4,0,0,0
H001187-DMB7F4,0,0,0
H001188-R7IO02,2617696,2656369,2656369
H001189-O8B5L0,45052,87529,87529
H001190-EF1MSQ,-161034,-204561,-204561
H001191-8H0ZTC,2976098,3044249,3044249
H001192-31NJ3H,-31619,-70647,-70647
H001193-YKD7EF,3496686,3934140,3934140
H001194-PYJWCG,2056699,-84502,-84502
H001195-NRUPA0,18325,18325,18325
H001196-57XETH,1792108,1789355,1789355
H001197-UM8LR5,6437962,5449452,5449452
H001198-W1KVVY,18607,1214382,1214382
H001199-WIXKLY,3395438,3966633,3966633
H001200-CWTDQ0,3247563,4115107,4115107
H001201-DZ17YH,0,0,0
H001202-MQZ9FW,0,0,0
H001203-E3241A,3363294,2935575,2935575
H001204-6NB7NP,880686,1242041,1242041
H001205-6MBFPT,9026,9026,9026
H001206-8C3D37,7133386,7521088,7521088
H001207-LOR4HE,3627149,3390473,3390473
H001208-YFC5W2,9584995,8441477,8441477
H001209-5RIQBM,11571,11571,11571
H001210-XS1OUA,2874943,4148868,4148868
H001211-3Z562C,17382,17382,17382
H001212-AXB6TU,2694811,2445904,2445904
H001213-EMCUWC,3309147,4258190,4258190
H001214-E9RZK5,503964,1036584,1036584
H001215-KPBUJS,1158250,1177965,1177965
H001216-N7GP3J,6347594,6330190,6330190
H001217-N1I2Y9,-86295,-144128,-144128
H001218-RHT18S,1981306,3308754,3308754
H001219-6Q6KZN,195395,17256,17256
H001220-CTZFJH,-45329,433488,433488
H001221-DY8CRY,-276366,-332245,-332245
H001222-H22M0A,62288,-212140,-212140
H001223-OAZB67,153919,611579,611579
H001224-TJJVQJ,0,0,0
H001225-M8YVXP,0,0,0
H001226-2J25XX,7729968,7503547,7503547
H001227-8Y6B08,3216,3216,3216
H001228-Z0L5UH,-890796,-616625,-616625
H001229-12KONC,3982,3982,3982
H001230-L3HKKN,4324048,4140797,4140797
H001231-53GHX3,-78353,-37717,-37717
H001232-KLSRVH,6676468,6216934,6216934
H001233-GXPADA,7418,7418,7418
H001234-E95KY7,15861,585117,585117
H001235-C6G3SE,0,0,0
H001236-LN69KX,0,85948,85948
H001237-337IS3,-197085,-750512,-750512
H001238-CMAEXP,-207276,-729088,-729088
H001239-6LBL9B,7711273,7709747,7709747
H001240-MQ7IFF,0,203447,203447
H001241-YXWKFJ,1155117,530452,530452
H001242-WLMXSY,-164963,-218885,-218885
H001243-ACV8J1,2035681,2048457,2048457
H001244-DMMHH2,0,0,0
H001245-P4B3FJ,4017250,3184701,3184701
H001246-ZCSMPN,6784637,6347216,6347216
H001247-PVDG5T,-96327,-223108,-223108
